transaction_id,amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud,customer_id,transaction_date,transaction_timestamp,merchant_id,device_id,account_balance,amount_zscore_client,hours_since_last_txn,is_new_merchant_for_client,is_new_device_for_client,is_unusual_hour_for_client,amount_pct_of_balance,risky_combo_flag
2877,123.88,20,Electronics,0,0,54,3,62,0,CUST_00378,2026-01-31,2026-01-31 20:00:00,Electronics_M38,DEV_335,31321.14,-0.16568618428737045,22.0,1,1,1,0.003955156166091017,0
9089,46.09,20,Travel,0,0,32,7,27,0,CUST_00592,2026-01-31,2026-01-31 20:00:00,Travel_M17,DEV_325,4828.12,-0.6858466238069422,32.0,1,1,1,0.009546158753303564,0
2273,120.38,21,Travel,0,0,42,6,64,0,CUST_00011,2026-01-31,2026-01-31 21:00:00,Travel_M29,DEV_534,5942.33,-0.2187405812588663,83.0,1,1,1,0.02025804692772027,0
3023,208.19,21,Travel,0,0,78,2,28,0,CUST_00498,2026-01-31,2026-01-31 21:00:00,Travel_M11,DEV_289,10662.82,0.22694801761413197,25.0,0,1,1,0.019524853650347656,0
2264,105.46,21,Electronics,0,1,53,0,67,0,CUST_00262,2026-01-31,2026-01-31 21:00:00,Electronics_M18,DEV_647,800.55,-0.7004918843503501,123.0,1,1,1,0.1317344325776029,0
6604,296.21,22,Clothing,0,0,64,1,61,0,CUST_00432,2026-01-31,2026-01-31 22:00:00,Clothing_M4,DEV_194,12896.29,0.826585766488579,33.0,1,1,1,0.022968621208114888,0
4258,108.18,22,Food,0,0,38,2,21,0,CUST_00158,2026-01-31,2026-01-31 22:00:00,Food_M28,DEV_576,20704.84,-0.36832821825173867,16.0,1,0,1,0.005224865297196212,0
1388,25.25,22,Clothing,0,0,25,3,50,0,CUST_00299,2026-01-31,2026-01-31 22:00:00,Clothing_M25,DEV_731,7643.28,-0.7285111665393251,527.0,1,1,1,0.0033035555415999417,0
2051,110.35,22,Food,0,0,98,3,34,0,CUST_00336,2026-01-31,2026-01-31 22:00:00,Food_M15,DEV_71,5328.73,-0.19839053418476482,615.0,1,1,1,0.020708499023219418,0
3657,74.91,23,Electronics,0,0,75,0,28,0,CUST_00599,2026-01-31,2026-01-31 23:00:00,Electronics_M19,DEV_234,3412.96,-0.574113310746561,14.0,1,1,1,0.021948689700435984,0
9050,130.89,0,Grocery,0,0,46,2,24,0,CUST_00512,2026-02-01,2026-02-01 00:00:00,Grocery_M6,DEV_184,32580.51,-0.027384293802792625,290.0,1,1,1,0.004017432507962582,0
101,5.75,1,Travel,0,0,91,1,50,0,CUST_00474,2026-02-01,2026-02-01 01:00:00,Travel_M5,DEV_501,3739.51,-0.8732298231561152,369.0,1,1,0,0.0015376346098820433,0
340,18.53,1,Travel,0,0,36,3,57,0,CUST_00109,2026-02-01,2026-02-01 01:00:00,Travel_M21,DEV_127,2174.24,-1.0975891131457165,84.0,1,1,0,0.008522518213260727,0
9949,128.93,1,Grocery,0,0,66,3,57,0,CUST_00493,2026-02-01,2026-02-01 01:00:00,Grocery_M2,DEV_11,768.93,-0.38711362018307044,21.0,1,1,1,0.16767456075325454,0
3785,290.58,5,Electronics,0,0,76,5,69,0,CUST_00106,2026-02-01,2026-02-01 05:00:00,Electronics_M14,DEV_78,2777.87,0.27561677789684264,27.0,1,1,1,0.10460532710314017,0
2535,241.0,5,Grocery,0,0,64,1,51,0,CUST_00521,2026-02-01,2026-02-01 05:00:00,Grocery_M30,DEV_722,3057.03,0.2105037737163057,321.0,1,1,0,0.07883468595335996,0
4908,41.47,6,Travel,0,1,84,1,39,0,CUST_00161,2026-02-01,2026-02-01 06:00:00,Travel_M6,DEV_432,3725.09,-0.6138691064278249,669.0,1,1,1,0.01113261693006075,0
1071,63.25,6,Travel,0,1,29,1,34,0,CUST_00076,2026-02-01,2026-02-01 06:00:00,Travel_M15,DEV_306,3123.82,-0.7652598851622154,54.0,1,1,1,0.02024764551094493,0
8188,495.15,6,Food,0,0,96,2,32,0,CUST_00183,2026-02-01,2026-02-01 06:00:00,Food_M9,DEV_733,21666.33,1.8519037861436844,92.0,1,1,0,0.022853432030251544,0
4172,786.42,6,Travel,1,0,92,2,37,0,CUST_00531,2026-02-01,2026-02-01 06:00:00,Travel_M13,DEV_159,734.91,1.35261695092675,-1.0,1,1,0,1.070090215128383,1
8135,205.92,7,Clothing,0,0,34,4,21,0,CUST_00467,2026-02-01,2026-02-01 07:00:00,Clothing_M13,DEV_92,11147.49,0.7071067811865475,-1.0,1,1,0,0.018472319777815455,0
6665,403.15,7,Travel,0,0,83,5,39,0,CUST_00387,2026-02-01,2026-02-01 07:00:00,Travel_M3,DEV_414,10202.93,1.5317413998037661,53.0,1,1,1,0.03951315945517611,0
8124,191.53,7,Electronics,0,0,34,4,49,0,CUST_00225,2026-02-01,2026-02-01 07:00:00,Electronics_M36,DEV_24,19328.0,-0.1908869194191908,91.0,1,1,1,0.009909457781456953,0
7249,32.01,8,Travel,0,0,68,2,34,0,CUST_00086,2026-02-01,2026-02-01 08:00:00,Travel_M35,DEV_310,24804.33,-0.9963437739431293,54.0,0,1,1,0.0012905004892290982,0
3385,6.17,8,Grocery,0,0,44,1,38,0,CUST_00230,2026-02-01,2026-02-01 08:00:00,Grocery_M36,DEV_303,13083.93,-1.0329433917498143,93.0,1,1,1,0.00047157085065419946,0
1198,624.57,8,Clothing,0,0,93,1,20,0,CUST_00295,2026-02-01,2026-02-01 08:00:00,Clothing_M28,DEV_536,4258.95,2.754794819405268,45.0,1,1,0,0.14664882189272005,0
2461,916.39,9,Travel,0,0,90,4,68,0,CUST_00533,2026-02-01,2026-02-01 09:00:00,Travel_M6,DEV_257,8405.99,1.7143997480084203,-1.0,1,1,0,0.10901630860850417,0
1980,332.05,9,Clothing,0,0,59,3,67,0,CUST_00080,2026-02-01,2026-02-01 09:00:00,Clothing_M10,DEV_300,4236.54,1.4965835906818588,254.0,1,1,0,0.0783776383558281,0
1788,171.31,9,Travel,0,0,76,2,61,0,CUST_00483,2026-02-01,2026-02-01 09:00:00,Travel_M24,DEV_753,2495.8,0.07839790927875664,529.0,1,1,0,0.06863931404759996,0
6895,121.82,9,Food,0,0,33,4,30,0,CUST_00393,2026-02-01,2026-02-01 09:00:00,Food_M36,DEV_441,3337.81,-0.5421425157087877,288.0,1,1,0,0.036496984549749686,0
6663,76.63,10,Grocery,0,0,60,2,53,0,CUST_00254,2026-02-01,2026-02-01 10:00:00,Grocery_M37,DEV_643,1744.12,-0.48476827819146556,44.0,1,1,1,0.04393619705066165,0
2857,44.92,10,Grocery,0,0,95,2,39,0,CUST_00294,2026-02-01,2026-02-01 10:00:00,Grocery_M0,DEV_43,13677.63,-0.7828192374480134,74.0,1,1,1,0.0032841947033221404,0
1875,237.56,14,Grocery,0,0,95,1,37,0,CUST_00072,2026-02-01,2026-02-01 14:00:00,Grocery_M25,DEV_341,2825.72,0.2494824989386566,29.0,1,1,1,0.08407060855286441,0
3412,25.08,14,Clothing,0,0,31,2,60,0,CUST_00577,2026-02-01,2026-02-01 14:00:00,Clothing_M35,DEV_237,18820.51,-0.9157262013463844,465.0,1,1,0,0.0013325887555650723,0
5406,406.64,14,Food,0,1,96,2,42,0,CUST_00581,2026-02-01,2026-02-01 14:00:00,Food_M34,DEV_248,12237.87,1.0636267018198355,208.0,1,1,1,0.033228004546542816,0
5144,261.71,14,Food,1,0,79,3,65,0,CUST_00338,2026-02-01,2026-02-01 14:00:00,Food_M5,DEV_8,4947.99,0.5150576480930421,57.0,1,1,0,0.05289218450320231,0
6753,65.31,15,Food,0,0,56,0,57,0,CUST_00117,2026-02-01,2026-02-01 15:00:00,Food_M23,DEV_628,1795.8,-0.7141345239287856,135.0,1,1,1,0.03636819244904778,0
6077,70.25,15,Clothing,0,0,60,1,43,0,CUST_00305,2026-02-01,2026-02-01 15:00:00,Clothing_M17,DEV_637,17634.36,-0.9684967969943807,166.0,1,1,1,0.003983700003856108,0
4070,337.78,15,Food,0,0,79,0,25,0,CUST_00444,2026-02-01,2026-02-01 15:00:00,Food_M17,DEV_286,2636.33,0.8443489125912177,69.0,1,1,0,0.12812508297519656,0
4653,116.15,16,Food,0,0,86,1,59,0,CUST_00219,2026-02-01,2026-02-01 16:00:00,Food_M1,DEV_735,11826.97,-0.27231176259909046,328.0,1,1,1,0.00982077404440867,0
5634,37.54,16,Electronics,0,0,65,3,65,0,CUST_00590,2026-02-01,2026-02-01 16:00:00,Electronics_M7,DEV_723,20717.04,-0.8857956616479462,80.0,1,1,1,0.0018120349239080485,0
3550,149.18,18,Clothing,0,0,67,4,38,0,CUST_00260,2026-02-01,2026-02-01 18:00:00,Clothing_M12,DEV_397,11257.14,-0.21531310530034614,461.0,1,1,0,0.013252033820313154,0
5492,250.83,19,Travel,0,0,35,1,42,0,CUST_00590,2026-02-01,2026-02-01 19:00:00,Travel_M21,DEV_691,20717.04,0.4915230132469751,3.0,1,1,0,0.012107424612782521,0
247,100.61,19,Electronics,0,0,68,3,44,0,CUST_00449,2026-02-01,2026-02-01 19:00:00,Electronics_M18,DEV_151,13337.12,-0.46050459195710697,158.0,1,1,1,0.007543607615437215,0
4573,49.18,20,Travel,0,0,88,2,30,0,CUST_00009,2026-02-01,2026-02-01 20:00:00,Travel_M11,DEV_710,8399.4,-0.7181380687947515,747.0,1,1,0,0.005855180131914184,0
1951,16.7,21,Electronics,0,0,37,5,26,0,CUST_00383,2026-02-01,2026-02-01 21:00:00,Electronics_M6,DEV_535,14575.16,-0.9114314665050508,102.0,1,1,0,0.0011457850205417984,0
4797,32.3,21,Grocery,0,0,69,1,60,0,CUST_00177,2026-02-01,2026-02-01 21:00:00,Grocery_M3,DEV_254,7768.94,-0.6597541347472433,181.0,1,1,1,0.004157581343143337,0
4787,375.61,21,Electronics,0,1,31,0,26,0,CUST_00418,2026-02-01,2026-02-01 21:00:00,Electronics_M28,DEV_93,1072.52,1.0095944491440692,26.0,1,1,1,0.35021258344832734,0
9555,186.56,22,Grocery,0,0,67,1,45,0,CUST_00550,2026-02-01,2026-02-01 22:00:00,Grocery_M6,DEV_408,764.45,0.17554492664815782,70.0,1,1,0,0.24404473804696186,0
3139,132.66,23,Clothing,0,0,96,1,33,0,CUST_00304,2026-02-01,2026-02-01 23:00:00,Clothing_M9,DEV_73,43216.39,-0.7892486297003954,246.0,1,1,0,0.003069668706710579,0
8418,152.2,0,Travel,0,0,59,4,28,0,CUST_00564,2026-02-02,2026-02-02 00:00:00,Travel_M34,DEV_242,10814.57,-0.22567753758460193,74.0,1,1,1,0.014073606255264888,0
5364,213.72,0,Travel,0,0,90,3,48,0,CUST_00233,2026-02-02,2026-02-02 00:00:00,Travel_M38,DEV_689,11428.92,0.5850303459721056,87.0,1,1,1,0.01869992965214561,0
2472,598.51,0,Travel,0,0,88,3,55,0,CUST_00209,2026-02-02,2026-02-02 00:00:00,Travel_M25,DEV_619,15189.98,3.176318273270113,147.0,1,1,1,0.03940163186521641,0
6178,33.72,1,Clothing,0,0,77,2,69,0,CUST_00218,2026-02-02,2026-02-02 01:00:00,Clothing_M39,DEV_376,15132.94,-1.1695431340884026,222.0,1,1,0,0.0022282517475123802,0
2091,268.99,1,Electronics,0,0,63,4,67,0,CUST_00428,2026-02-02,2026-02-02 01:00:00,Electronics_M30,DEV_271,1752.04,0.815944846087662,210.0,1,1,0,0.15352959978082692,0
9100,85.52,3,Electronics,0,0,33,3,18,0,CUST_00487,2026-02-02,2026-02-02 03:00:00,Electronics_M28,DEV_636,1142.64,-0.47954280042485997,206.0,1,1,0,0.07484422040187634,0
8855,118.34,4,Food,0,0,73,1,53,0,CUST_00361,2026-02-02,2026-02-02 04:00:00,Food_M12,DEV_251,3153.37,-0.25458463604457954,126.0,1,1,1,0.03752810485290341,0
5169,40.96,4,Grocery,0,0,69,3,32,0,CUST_00321,2026-02-02,2026-02-02 04:00:00,Grocery_M2,DEV_513,7854.33,-0.8440107441301801,52.0,1,1,1,0.0052149578640062234,0
4796,69.53,5,Food,0,0,78,1,32,0,CUST_00498,2026-02-02,2026-02-02 05:00:00,Food_M14,DEV_611,10662.82,-0.5387462669127477,32.0,1,1,1,0.0065207890595546025,0
9427,60.49,5,Travel,0,0,37,3,54,0,CUST_00006,2026-02-02,2026-02-02 05:00:00,Travel_M25,DEV_541,18837.39,-0.5112511193182349,155.0,1,1,0,0.0032111667274500343,0
7823,95.54,7,Electronics,0,0,45,2,60,0,CUST_00285,2026-02-02,2026-02-02 07:00:00,Electronics_M5,DEV_791,1202.58,-0.4271847752189427,561.0,1,1,1,0.07944585807181229,0
714,95.54,7,Food,0,0,31,1,24,0,CUST_00366,2026-02-02,2026-02-02 07:00:00,Food_M1,DEV_737,1468.69,-0.2809369749036567,131.0,1,1,0,0.06505116804771599,0
8085,206.83,7,Electronics,0,0,68,1,34,0,CUST_00116,2026-02-02,2026-02-02 07:00:00,Electronics_M24,DEV_493,4184.65,0.25145929326613503,191.0,1,1,1,0.0494258779109364,0
528,57.49,8,Clothing,0,0,64,2,60,0,CUST_00474,2026-02-02,2026-02-02 08:00:00,Clothing_M18,DEV_679,3739.51,-0.5790392148612702,31.0,1,1,1,0.015373671951672812,0
325,557.66,8,Grocery,0,0,57,0,60,0,CUST_00553,2026-02-02,2026-02-02 08:00:00,Grocery_M21,DEV_531,857.93,1.852279358981962,288.0,1,1,0,0.6500064107794342,0
5601,56.19,8,Electronics,0,0,67,0,65,0,CUST_00158,2026-02-02,2026-02-02 08:00:00,Electronics_M3,DEV_585,20704.84,-0.6659048994918488,34.0,1,1,1,0.0027138582089984756,0
8602,225.41,9,Electronics,0,0,27,2,55,0,CUST_00450,2026-02-02,2026-02-02 09:00:00,Electronics_M5,DEV_701,9080.4,0.22976293918085247,247.0,1,1,1,0.024823796308532663,0
6292,88.81,9,Grocery,0,0,74,1,57,0,CUST_00498,2026-02-02,2026-02-02 09:00:00,Grocery_M20,DEV_757,10662.82,-0.4322801930220926,4.0,1,1,1,0.008328941124392985,0
3823,294.92,9,Electronics,0,0,98,1,41,0,CUST_00504,2026-02-02,2026-02-02 09:00:00,Electronics_M4,DEV_30,1194.65,0.4357867289757587,65.0,1,1,1,0.2468672833047336,0
977,162.73,10,Grocery,0,0,90,0,47,0,CUST_00136,2026-02-02,2026-02-02 10:00:00,Grocery_M13,DEV_4,4572.06,-0.07960830397343148,38.0,1,1,1,0.03559227131752426,0
3685,203.64,11,Clothing,1,0,63,1,44,0,CUST_00347,2026-02-02,2026-02-02 11:00:00,Clothing_M29,DEV_530,1393.09,0.07193550594051157,47.0,1,1,1,0.14617863885319685,0
582,704.46,11,Electronics,0,0,33,2,49,0,CUST_00136,2026-02-02,2026-02-02 11:00:00,Electronics_M6,DEV_606,4572.06,3.1575696926488557,1.0,1,1,1,0.154079342790777,0
6029,229.13,11,Electronics,0,0,60,3,54,0,CUST_00136,2026-02-02,2026-02-02 11:00:00,Electronics_M31,DEV_657,4572.06,0.317173522722007,0.0,1,1,1,0.05011526532897643,0
6704,64.91,11,Electronics,0,0,92,2,64,0,CUST_00590,2026-02-02,2026-02-02 11:00:00,Electronics_M25,DEV_546,20717.04,-0.7090540791458411,16.0,1,1,0,0.003133169603379633,0
5446,39.96,12,Food,0,0,35,1,51,0,CUST_00550,2026-02-02,2026-02-02 12:00:00,Food_M32,DEV_141,764.45,-0.7326868939178568,14.0,1,1,1,0.052272875923866834,0
8537,26.37,12,Clothing,0,0,29,0,65,0,CUST_00233,2026-02-02,2026-02-02 12:00:00,Clothing_M25,DEV_174,11428.92,-0.8246952422758903,12.0,1,1,0,0.0023073046272088704,0
3327,292.42,12,Food,0,1,35,3,32,0,CUST_00060,2026-02-02,2026-02-02 12:00:00,Food_M29,DEV_45,6544.15,0.18857603141763907,554.0,1,1,0,0.0446841835838115,0
8178,236.02,12,Travel,0,0,71,3,61,0,CUST_00519,2026-02-02,2026-02-02 12:00:00,Travel_M39,DEV_38,1360.94,0.2526371232783547,119.0,1,1,1,0.17342425088541744,0
4484,152.03,13,Clothing,0,0,68,1,32,0,CUST_00410,2026-02-02,2026-02-02 13:00:00,Clothing_M19,DEV_59,8833.97,-0.27685140494006133,99.0,1,1,0,0.017209702998764995,0
2934,141.54,13,Clothing,0,0,41,0,21,0,CUST_00599,2026-02-02,2026-02-02 13:00:00,Clothing_M36,DEV_20,3412.96,-0.23788440008010778,38.0,1,1,1,0.04147133280202522,0
3568,198.05,14,Clothing,0,0,37,0,45,0,CUST_00086,2026-02-02,2026-02-02 14:00:00,Clothing_M0,DEV_302,24804.33,0.32294213287348833,30.0,1,1,0,0.007984493030047576,0
5508,70.16,15,Grocery,0,0,45,3,65,0,CUST_00238,2026-02-02,2026-02-02 15:00:00,Grocery_M14,DEV_509,3635.67,-0.4747632989300694,565.0,1,1,1,0.01929768103265698,0
7675,131.23,17,Grocery,0,0,80,2,53,0,CUST_00233,2026-02-02,2026-02-02 17:00:00,Grocery_M22,DEV_318,11428.92,-0.03567028799948339,5.0,1,1,0,0.011482274790618885,0
5940,59.45,17,Electronics,0,0,56,2,53,0,CUST_00063,2026-02-02,2026-02-02 17:00:00,Electronics_M37,DEV_37,3915.84,-0.6600353460720781,93.0,1,1,1,0.015181927760071913,0
8775,531.25,17,Travel,0,0,75,1,56,0,CUST_00155,2026-02-02,2026-02-02 17:00:00,Travel_M16,DEV_52,6514.27,1.9331405097234076,87.0,1,1,1,0.08155173181338814,0
5275,114.83,17,Travel,1,0,32,0,60,0,CUST_00513,2026-02-02,2026-02-02 17:00:00,Travel_M36,DEV_191,1277.3,-0.37163476420982544,52.0,1,1,1,0.08990057151804588,0
1117,17.27,17,Electronics,0,0,27,0,34,0,CUST_00576,2026-02-02,2026-02-02 17:00:00,Electronics_M21,DEV_256,7715.69,-0.9801630646286591,47.0,1,1,1,0.0022382962508861815,0
5935,88.79,18,Electronics,0,0,75,1,56,0,CUST_00437,2026-02-02,2026-02-02 18:00:00,Electronics_M36,DEV_384,2603.37,-0.5589665280606354,398.0,1,1,1,0.034105793644391695,0
4673,232.62,19,Grocery,0,0,44,3,57,0,CUST_00472,2026-02-02,2026-02-02 19:00:00,Grocery_M37,DEV_98,47937.16,0.7201942415927164,62.0,1,1,1,0.004852602865918631,0
3869,193.21,19,Grocery,0,0,63,2,69,0,CUST_00478,2026-02-02,2026-02-02 19:00:00,Grocery_M14,DEV_38,2390.84,1.776515711770906,772.0,1,1,0,0.08081260142878653,0
887,190.39,19,Food,0,0,41,2,62,0,CUST_00418,2026-02-02,2026-02-02 19:00:00,Food_M35,DEV_58,1072.52,0.008940007753219027,22.0,1,1,1,0.17751650318875173,0
8405,109.08,19,Clothing,0,0,69,1,53,0,CUST_00431,2026-02-02,2026-02-02 19:00:00,Clothing_M32,DEV_93,2164.08,-0.45625740203822424,282.0,1,1,0,0.05040479095042697,0
758,137.23,19,Grocery,0,0,56,2,37,0,CUST_00578,2026-02-02,2026-02-02 19:00:00,Grocery_M28,DEV_669,4185.14,0.6365913609666137,194.0,1,1,0,0.03278982304056734,0
1380,161.79,19,Food,1,0,83,3,22,0,CUST_00056,2026-02-02,2026-02-02 19:00:00,Food_M21,DEV_129,1753.26,-0.1377423225114016,248.0,1,1,1,0.09227952499914445,0
8682,297.19,19,Clothing,0,0,83,1,52,0,CUST_00254,2026-02-02,2026-02-02 19:00:00,Clothing_M6,DEV_477,1744.12,0.5530346503656389,33.0,1,1,1,0.17039538563860285,0
8254,175.47,19,Travel,0,0,29,5,40,0,CUST_00270,2026-02-02,2026-02-02 19:00:00,Travel_M19,DEV_384,2167.3,0.20305038857092395,157.0,1,1,1,0.08096248788815576,0
2837,899.81,19,Food,1,0,25,3,43,0,CUST_00418,2026-02-02,2026-02-02 19:00:00,Food_M22,DEV_709,1072.52,3.8415945472818698,0.0,0,1,1,0.8389680378920672,1
5116,179.34,20,Travel,0,0,33,0,22,0,CUST_00195,2026-02-02,2026-02-02 20:00:00,Travel_M26,DEV_108,7764.81,0.16941660177447396,128.0,1,1,1,0.02309650847863631,0
9371,273.19,20,Clothing,0,0,37,1,56,0,CUST_00387,2026-02-02,2026-02-02 20:00:00,Clothing_M22,DEV_256,10202.93,0.7229914847687131,37.0,1,1,1,0.026775641898944713,0
4985,144.0,20,Food,0,0,62,2,36,0,CUST_00373,2026-02-02,2026-02-02 20:00:00,Food_M34,DEV_553,15556.09,0.031019635299914878,68.0,1,1,1,0.009256824819090143,0
1537,35.97,20,Clothing,0,0,47,2,49,0,CUST_00413,2026-02-02,2026-02-02 20:00:00,Clothing_M31,DEV_178,3451.32,-0.6691931612516445,66.0,1,1,1,0.010422099370675567,0
2433,744.48,20,Grocery,0,0,92,1,52,0,CUST_00318,2026-02-02,2026-02-02 20:00:00,Grocery_M1,DEV_2,15163.68,1.8150546273201407,356.0,1,1,0,0.04909626159349182,0
6494,44.19,20,Clothing,0,0,45,4,61,0,CUST_00367,2026-02-02,2026-02-02 20:00:00,Clothing_M18,DEV_618,16520.83,-0.8368533783104503,64.0,1,1,1,0.0026748050794058163,0
2651,42.18,21,Travel,0,0,70,1,30,0,CUST_00229,2026-02-02,2026-02-02 21:00:00,Travel_M22,DEV_322,12022.94,-0.6624295853115092,72.0,1,1,0,0.0035082933126173795,0
6496,25.2,21,Electronics,0,0,68,3,56,0,CUST_00101,2026-02-02,2026-02-02 21:00:00,Electronics_M11,DEV_146,12965.71,-1.0025752646449269,78.0,1,1,1,0.001943588125910575,0
5638,330.26,21,Travel,0,0,41,2,28,0,CUST_00136,2026-02-02,2026-02-02 21:00:00,Travel_M24,DEV_779,4572.06,0.921488976542936,10.0,1,1,0,0.0722343976238282,0
8084,20.07,22,Grocery,0,0,76,1,35,0,CUST_00235,2026-02-02,2026-02-02 22:00:00,Grocery_M38,DEV_442,3263.93,-0.8661045506992764,76.0,1,1,1,0.006149028931380269,0
5595,80.35,22,Electronics,0,0,66,2,61,0,CUST_00020,2026-02-02,2026-02-02 22:00:00,Electronics_M3,DEV_786,883.93,-1.0849565253054771,234.0,1,1,1,0.09090086319052414,0
7086,3.34,23,Food,0,0,93,0,18,0,CUST_00373,2026-02-02,2026-02-02 23:00:00,Food_M19,DEV_53,15556.09,-1.0466402474858858,3.0,1,1,1,0.00021470690899834082,0
5203,185.29,23,Clothing,0,0,95,2,62,0,CUST_00195,2026-02-02,2026-02-02 23:00:00,Clothing_M25,DEV_720,7764.81,0.21466026337941643,3.0,1,1,1,0.023862786082338137,0
2616,19.34,0,Travel,0,0,26,2,40,0,CUST_00330,2026-02-03,2026-02-03 00:00:00,Travel_M5,DEV_463,12286.05,-1.056580995600582,170.0,1,1,1,0.0015741430321380755,0
9617,209.6,0,Clothing,0,0,67,3,54,0,CUST_00347,2026-02-03,2026-02-03 00:00:00,Clothing_M16,DEV_49,1393.09,0.10509393979821675,13.0,0,1,0,0.15045689797500522,0
3051,41.37,0,Electronics,0,0,82,3,67,0,CUST_00155,2026-02-03,2026-02-03 00:00:00,Electronics_M5,DEV_512,6514.27,-0.7383895316507219,7.0,1,1,1,0.0063506732143432795,0
6602,163.32,2,Grocery,0,0,75,2,21,0,CUST_00054,2026-02-03,2026-02-03 02:00:00,Grocery_M23,DEV_88,5963.18,-0.15478154491654478,55.0,1,1,1,0.027388071465224928,0
6887,41.72,2,Clothing,0,0,99,2,23,0,CUST_00338,2026-02-03,2026-02-03 02:00:00,Clothing_M18,DEV_307,4947.99,-0.8573202293936233,36.0,1,1,0,0.008431706612179896,0
2838,8.27,3,Clothing,0,0,81,4,24,0,CUST_00363,2026-02-03,2026-02-03 03:00:00,Clothing_M13,DEV_589,6016.29,-0.6657517841384248,-1.0,1,1,0,0.0013746012908287333,0
9219,337.39,3,Food,0,0,53,1,42,0,CUST_00429,2026-02-03,2026-02-03 03:00:00,Food_M9,DEV_690,8914.78,1.2501769654472423,-1.0,1,1,0,0.03784613865961919,0
5904,84.84,4,Food,0,0,47,1,48,0,CUST_00412,2026-02-03,2026-02-03 04:00:00,Food_M36,DEV_779,2547.27,-0.44786231045563396,77.0,1,1,1,0.03330624550989884,0
7967,57.86,4,Electronics,0,0,40,1,36,0,CUST_00377,2026-02-03,2026-02-03 04:00:00,Electronics_M13,DEV_364,19405.72,-0.605368836749601,213.0,1,1,1,0.0029815951173159253,0
7496,14.68,5,Food,0,0,46,2,23,0,CUST_00382,2026-02-03,2026-02-03 05:00:00,Food_M2,DEV_1,35363.9,-0.8694427435663775,156.0,1,1,1,0.00041511258656426464,0
8663,6.53,5,Travel,0,0,27,0,24,0,CUST_00519,2026-02-03,2026-02-03 05:00:00,Travel_M25,DEV_148,1360.94,-1.0966820805198967,17.0,1,1,1,0.004798154216938293,0
6106,35.4,6,Travel,0,0,87,4,19,0,CUST_00302,2026-02-03,2026-02-03 06:00:00,Travel_M38,DEV_534,28336.56,-0.8064557673860893,316.0,1,1,0,0.001249269494956339,0
9788,42.69,6,Travel,0,0,73,1,63,0,CUST_00103,2026-02-03,2026-02-03 06:00:00,Travel_M36,DEV_208,2302.31,-0.7567988205032833,548.0,1,1,0,0.018542246700053423,0
6703,85.74,6,Grocery,0,0,73,1,21,0,CUST_00533,2026-02-03,2026-02-03 06:00:00,Grocery_M20,DEV_633,8405.99,-0.8649095670838644,45.0,1,1,0,0.010199869378859599,0
6914,43.66,6,Grocery,0,0,81,4,61,0,CUST_00459,2026-02-03,2026-02-03 06:00:00,Grocery_M13,DEV_103,6378.25,-0.5311806949286465,86.0,1,1,0,0.00684513777290009,0
3266,12.88,6,Travel,1,0,41,2,31,0,CUST_00281,2026-02-03,2026-02-03 06:00:00,Travel_M29,DEV_484,7070.64,-0.9065578237502881,393.0,1,1,0,0.0018216172793410498,0
2656,96.97,7,Travel,0,0,52,0,40,0,CUST_00099,2026-02-03,2026-02-03 07:00:00,Travel_M5,DEV_678,3258.19,-0.5118982452457022,250.0,1,1,1,0.029761923030885245,0
5293,7.23,7,Grocery,0,0,78,1,66,0,CUST_00402,2026-02-03,2026-02-03 07:00:00,Grocery_M39,DEV_416,11788.12,-1.0588077594321792,342.0,1,1,0,0.0006133293519238012,0
9931,311.92,10,Travel,1,0,26,1,36,0,CUST_00156,2026-02-03,2026-02-03 10:00:00,Travel_M7,DEV_267,747.95,1.261317484045854,-1.0,1,1,0,0.4170332241459991,0
1299,182.12,10,Food,1,0,88,2,33,0,CUST_00560,2026-02-03,2026-02-03 10:00:00,Food_M6,DEV_759,6878.13,-0.16272885348261346,142.0,1,1,0,0.026478127049067116,0
9732,248.21,10,Electronics,0,0,26,0,36,0,CUST_00513,2026-02-03,2026-02-03 10:00:00,Electronics_M33,DEV_202,1277.3,0.35834753209873,17.0,1,1,1,0.19432396461285525,0
5747,201.92,11,Electronics,0,1,81,1,51,0,CUST_00233,2026-02-03,2026-02-03 11:00:00,Electronics_M27,DEV_314,11428.92,0.49624058380863423,18.0,1,1,1,0.017667461142435153,0
4032,56.81,11,Travel,0,0,78,0,37,0,CUST_00599,2026-02-03,2026-02-03 11:00:00,Travel_M11,DEV_303,3412.96,-0.6654496950038445,22.0,1,1,1,0.01664537527542075,0
2259,68.61,11,Clothing,0,0,27,2,36,0,CUST_00007,2026-02-03,2026-02-03 11:00:00,Clothing_M10,DEV_426,3884.7,-0.5480937692108456,200.0,1,1,1,0.017661595489999227,0
9170,60.54,14,Grocery,0,0,56,3,33,0,CUST_00149,2026-02-03,2026-02-03 14:00:00,Grocery_M31,DEV_426,8371.69,0.7071067811865475,-1.0,1,1,0,0.00723151478375334,0
3816,155.14,14,Food,0,0,56,0,48,0,CUST_00018,2026-02-03,2026-02-03 14:00:00,Food_M6,DEV_783,2514.12,-0.34470674663890855,-1.0,1,1,1,0.061707476174566046,0
